"Group","Year","Value","Scale","Stdev"
"walrus_bd_seals",2000,NA,1.87581363416382e-06,NA
"nf_seal_juv",2000,NA,1.87581363416382e-06,NA
"nf_seal_adu",2000,26.04,1.87581363416382e-06,2.604
"ice_seals",2000,NA,1.87581363416382e-06,NA
"oth_birds",2000,NA,1.87581363416382e-06,NA
"murres_puffins",2000,NA,1.87581363416382e-06,NA
"kittiwakes",2000,NA,1.87581363416382e-06,NA
"auklets",2000,NA,1.87581363416382e-06,NA
"fulmars",2000,NA,1.87581363416382e-06,NA
"albatross",2000,NA,1.87581363416382e-06,NA
"sharks",2000,590,1.87581363416382e-06,59
"pollock_juv",2000,NA,1.87581363416382e-06,NA
"pollock_adu",2000,1132739.24,1.87581363416382e-06,113273.924
"pcod_juv",2000,NA,1.87581363416382e-06,NA
"pcod_adu",2000,151375.79,1.87581363416382e-06,15137.579
"herring",2000,21643.61353,1.87581363416382e-06,2164.361353
"arrowtooth_juv",2000,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2000,12072.65,1.87581363416382e-06,1207.265
"kamchatka",2000,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2000,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2000,5888.37,1.87581363416382e-06,588.837
"halibut_juv",2000,NA,1.87581363416382e-06,NA
"halibut_adu",2000,5404.45312,1.87581363416382e-06,540.445312
"yf_sole",2000,84057.85,1.87581363416382e-06,8405.785
"fh_sole",2000,20360.3,1.87581363416382e-06,2036.03
"nr_sole",2000,49187.43,1.87581363416382e-06,4918.743
"ak_plaice",2000,NA,1.87581363416382e-06,NA
"oth_flatfish",2000,NA,1.87581363416382e-06,NA
"ak_skate",2000,13841.06866,1.87581363416382e-06,1384.106866
"oth_skate",2000,3226.93134,1.87581363416382e-06,322.693134
"sablefish_juv",2000,NA,1.87581363416382e-06,NA
"sablefish_adu",2000,741.9,1.87581363416382e-06,74.19
"eelpouts",2000,NA,1.87581363416382e-06,NA
"deep_demersals",2000,NA,1.87581363416382e-06,NA
"pac_ocean_perch",2000,451.27,1.87581363416382e-06,45.127
"oth_rockfish",2000,238.76,1.87581363416382e-06,23.876
"north_rockfish",2000,97,1.87581363416382e-06,9.7
"shortraker_rock",2000,130,1.87581363416382e-06,13
"rougheye_rock",2000,26,1.87581363416382e-06,2.6
"atka",2000,239.28,1.87581363416382e-06,23.928
"shallow_demersals",2000,NA,1.87581363416382e-06,NA
"lg_sculpins",2000,276,1.87581363416382e-06,27.6
"octopus",2000,NA,1.87581363416382e-06,NA
"squids",2000,375.58,1.87581363416382e-06,37.558
"salmon_returning",2000,NA,1.87581363416382e-06,NA
"salmon_smolts",2000,NA,1.87581363416382e-06,NA
"mycto_bathy",2000,NA,1.87581363416382e-06,NA
"capelin",2000,NA,1.87581363416382e-06,NA
"sandlance",2000,NA,1.87581363416382e-06,NA
"oth_forage",2000,NA,1.87581363416382e-06,NA
"bairdi",2000,701,1.87581363416382e-06,70.1
"king_crabs",2000,4050.564661,1.87581363416382e-06,405.0564661
"opilio",2000,12490,1.87581363416382e-06,1249
"pandalid",2000,NA,1.87581363416382e-06,NA
"ben_zooplankton",2000,NA,1.87581363416382e-06,NA
"snails_sea_stars",2000,NA,1.87581363416382e-06,NA
"herb_echinoderms",2000,NA,1.87581363416382e-06,NA
"misc_crabs",2000,NA,1.87581363416382e-06,NA
"structural_epifauna",2000,NA,1.87581363416382e-06,NA
"infauna",2000,NA,1.87581363416382e-06,NA
"jellyfish",2000,NA,1.87581363416382e-06,NA
"pel_zooplankton",2000,NA,1.87581363416382e-06,NA
"euphausiids",2000,NA,1.87581363416382e-06,NA
"copepods",2000,NA,1.87581363416382e-06,NA
"pelagic_microbes",2000,NA,1.87581363416382e-06,NA
"benthic_microbes",2000,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2000,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2000,NA,1.87581363416382e-06,NA
"discards_offal",2000,NA,1.87581363416382e-06,NA
"pelagic_detritus",2000,NA,1.87581363416382e-06,NA
"benthic_detritus",2000,NA,1.87581363416382e-06,NA
"outside",2001,NA,1.87581363416382e-06,NA
"transient_killers",2001,NA,1.87581363416382e-06,NA
"toothed_whales",2001,NA,1.87581363416382e-06,NA
"gray_whales",2001,NA,1.87581363416382e-06,NA
"baleen_whales",2001,NA,1.87581363416382e-06,NA
"pinnipeds",2001,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2001,NA,1.87581363416382e-06,NA
"nf_seal_juv",2001,NA,1.87581363416382e-06,NA
"nf_seal_adu",2001,23.43,1.87581363416382e-06,2.343
"ice_seals",2001,NA,1.87581363416382e-06,NA
"oth_birds",2001,NA,1.87581363416382e-06,NA
"murres_puffins",2001,NA,1.87581363416382e-06,NA
"kittiwakes",2001,NA,1.87581363416382e-06,NA
"auklets",2001,NA,1.87581363416382e-06,NA
"fulmars",2001,NA,1.87581363416382e-06,NA
"albatross",2001,NA,1.87581363416382e-06,NA
"sharks",2001,764,1.87581363416382e-06,76.4
"pollock_juv",2001,NA,1.87581363416382e-06,NA
"pollock_adu",2001,1387455.43,1.87581363416382e-06,138745.543
"pcod_juv",2001,NA,1.87581363416382e-06,NA
"pcod_adu",2001,142542.04,1.87581363416382e-06,14254.204
"herring",2001,23194.89943,1.87581363416382e-06,2319.489943
"arrowtooth_juv",2001,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2001,12837.82,1.87581363416382e-06,1283.782
"kamchatka",2001,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2001,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2001,4252.59,1.87581363416382e-06,425.259
"halibut_juv",2001,NA,1.87581363416382e-06,NA
"halibut_adu",2001,5256.48032,1.87581363416382e-06,525.648032
"yf_sole",2001,63563.77,1.87581363416382e-06,6356.377
"fh_sole",2001,17757.23,1.87581363416382e-06,1775.723
"nr_sole",2001,28950.16,1.87581363416382e-06,2895.016
"ak_plaice",2001,NA,1.87581363416382e-06,NA
"oth_flatfish",2001,NA,1.87581363416382e-06,NA
"ak_skate",2001,14646.32887,1.87581363416382e-06,1464.632887
"oth_skate",2001,3414.671135,1.87581363416382e-06,341.4671135
"sablefish_juv",2001,NA,1.87581363416382e-06,NA
"sablefish_adu",2001,863.83,1.87581363416382e-06,86.383
"eelpouts",2001,NA,1.87581363416382e-06,NA
"deep_demersals",2001,NA,1.87581363416382e-06,NA
"pac_ocean_perch",2001,896.14,1.87581363416382e-06,89.614
"oth_rockfish",2001,296.36,1.87581363416382e-06,29.636
"north_rockfish",2001,180,1.87581363416382e-06,18
"shortraker_rock",2001,57,1.87581363416382e-06,5.7
"rougheye_rock",2001,15,1.87581363416382e-06,1.5
"atka",2001,263.64,1.87581363416382e-06,26.364
"shallow_demersals",2001,NA,1.87581363416382e-06,NA
"lg_sculpins",2001,203,1.87581363416382e-06,20.3
"octopus",2001,NA,1.87581363416382e-06,NA
"squids",2001,1760.51,1.87581363416382e-06,176.051
"salmon_returning",2001,NA,1.87581363416382e-06,NA
"salmon_smolts",2001,NA,1.87581363416382e-06,NA
"mycto_bathy",2001,NA,1.87581363416382e-06,NA
"capelin",2001,NA,1.87581363416382e-06,NA
"sandlance",2001,NA,1.87581363416382e-06,NA
"oth_forage",2001,NA,1.87581363416382e-06,NA
"bairdi",2001,1106,1.87581363416382e-06,110.6
"king_crabs",2001,4283.580241,1.87581363416382e-06,428.3580241
"opilio",2001,17000,1.87581363416382e-06,1700
"pandalid",2001,NA,1.87581363416382e-06,NA
"ben_zooplankton",2001,NA,1.87581363416382e-06,NA
"snails_sea_stars",2001,NA,1.87581363416382e-06,NA
"herb_echinoderms",2001,NA,1.87581363416382e-06,NA
"misc_crabs",2001,NA,1.87581363416382e-06,NA
"structural_epifauna",2001,NA,1.87581363416382e-06,NA
"infauna",2001,NA,1.87581363416382e-06,NA
"jellyfish",2001,NA,1.87581363416382e-06,NA
"pel_zooplankton",2001,NA,1.87581363416382e-06,NA
"euphausiids",2001,NA,1.87581363416382e-06,NA
"copepods",2001,NA,1.87581363416382e-06,NA
"pelagic_microbes",2001,NA,1.87581363416382e-06,NA
"benthic_microbes",2001,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2001,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2001,NA,1.87581363416382e-06,NA
"discards_offal",2001,NA,1.87581363416382e-06,NA
"pelagic_detritus",2001,NA,1.87581363416382e-06,NA
"benthic_detritus",2001,NA,1.87581363416382e-06,NA
"outside",2002,NA,1.87581363416382e-06,NA
"transient_killers",2002,NA,1.87581363416382e-06,NA
"toothed_whales",2002,NA,1.87581363416382e-06,NA
"gray_whales",2002,NA,1.87581363416382e-06,NA
"baleen_whales",2002,NA,1.87581363416382e-06,NA
"pinnipeds",2002,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2002,NA,1.87581363416382e-06,NA
"nf_seal_juv",2002,NA,1.87581363416382e-06,NA
"nf_seal_adu",2002,25.53,1.87581363416382e-06,2.553
"ice_seals",2002,NA,1.87581363416382e-06,NA
"oth_birds",2002,NA,1.87581363416382e-06,NA
"murres_puffins",2002,NA,1.87581363416382e-06,NA
"kittiwakes",2002,NA,1.87581363416382e-06,NA
"auklets",2002,NA,1.87581363416382e-06,NA
"fulmars",2002,NA,1.87581363416382e-06,NA
"albatross",2002,NA,1.87581363416382e-06,NA
"sharks",2002,1362,1.87581363416382e-06,136.2
"pollock_juv",2002,NA,1.87581363416382e-06,NA
"pollock_adu",2002,1481818.34,1.87581363416382e-06,148181.834
"pcod_juv",2002,NA,1.87581363416382e-06,NA
"pcod_adu",2002,166554.98,1.87581363416382e-06,16655.498
"herring",2002,19215.07998,1.87581363416382e-06,1921.507998
"arrowtooth_juv",2002,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2002,10822.71,1.87581363416382e-06,1082.271
"kamchatka",2002,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2002,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2002,3150.64,1.87581363416382e-06,315.064
"halibut_juv",2002,NA,1.87581363416382e-06,NA
"halibut_adu",2002,5034.191787,1.87581363416382e-06,503.4191787
"yf_sole",2002,74957.21,1.87581363416382e-06,7495.721
"fh_sole",2002,15463.78,1.87581363416382e-06,1546.378
"nr_sole",2002,40701.38,1.87581363416382e-06,4070.138
"ak_plaice",2002,12176.14,1.87581363416382e-06,1217.614
"oth_flatfish",2002,2592.08,1.87581363416382e-06,259.208
"ak_skate",2002,16691.51138,1.87581363416382e-06,1669.151138
"oth_skate",2002,3891.48862,1.87581363416382e-06,389.148862
"sablefish_juv",2002,NA,1.87581363416382e-06,NA
"sablefish_adu",2002,1143.75,1.87581363416382e-06,114.375
"eelpouts",2002,NA,1.87581363416382e-06,NA
"deep_demersals",2002,NA,1.87581363416382e-06,NA
"pac_ocean_perch",2002,639.36,1.87581363416382e-06,63.936
"oth_rockfish",2002,401.33,1.87581363416382e-06,40.133
"north_rockfish",2002,113.56,1.87581363416382e-06,11.356
"shortraker_rock",2002,93,1.87581363416382e-06,9.3
"rougheye_rock",2002,12,1.87581363416382e-06,1.2
"atka",2002,572.1,1.87581363416382e-06,57.21
"shallow_demersals",2002,NA,1.87581363416382e-06,NA
"lg_sculpins",2002,2715,1.87581363416382e-06,271.5
"octopus",2002,NA,1.87581363416382e-06,NA
"squids",2002,1334.04,1.87581363416382e-06,133.404
"salmon_returning",2002,NA,1.87581363416382e-06,NA
"salmon_smolts",2002,NA,1.87581363416382e-06,NA
"mycto_bathy",2002,NA,1.87581363416382e-06,NA
"capelin",2002,NA,1.87581363416382e-06,NA
"sandlance",2002,NA,1.87581363416382e-06,NA
"oth_forage",2002,NA,1.87581363416382e-06,NA
"bairdi",2002,625,1.87581363416382e-06,62.5
"king_crabs",2002,4648.494,1.87581363416382e-06,464.8494
"opilio",2002,14480,1.87581363416382e-06,1448
"pandalid",2002,NA,1.87581363416382e-06,NA
"ben_zooplankton",2002,NA,1.87581363416382e-06,NA
"snails_sea_stars",2002,NA,1.87581363416382e-06,NA
"herb_echinoderms",2002,NA,1.87581363416382e-06,NA
"misc_crabs",2002,NA,1.87581363416382e-06,NA
"structural_epifauna",2002,NA,1.87581363416382e-06,NA
"infauna",2002,NA,1.87581363416382e-06,NA
"jellyfish",2002,NA,1.87581363416382e-06,NA
"pel_zooplankton",2002,NA,1.87581363416382e-06,NA
"euphausiids",2002,NA,1.87581363416382e-06,NA
"copepods",2002,NA,1.87581363416382e-06,NA
"pelagic_microbes",2002,NA,1.87581363416382e-06,NA
"benthic_microbes",2002,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2002,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2002,NA,1.87581363416382e-06,NA
"discards_offal",2002,NA,1.87581363416382e-06,NA
"pelagic_detritus",2002,NA,1.87581363416382e-06,NA
"benthic_detritus",2002,NA,1.87581363416382e-06,NA
"outside",2003,NA,1.87581363416382e-06,NA
"transient_killers",2003,NA,1.87581363416382e-06,NA
"toothed_whales",2003,NA,1.87581363416382e-06,NA
"gray_whales",2003,NA,1.87581363416382e-06,NA
"baleen_whales",2003,NA,1.87581363416382e-06,NA
"pinnipeds",2003,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2003,NA,1.87581363416382e-06,NA
"nf_seal_juv",2003,NA,1.87581363416382e-06,NA
"nf_seal_adu",2003,19.62,1.87581363416382e-06,1.962
"ice_seals",2003,NA,1.87581363416382e-06,NA
"oth_birds",2003,NA,1.87581363416382e-06,NA
"murres_puffins",2003,NA,1.87581363416382e-06,NA
"kittiwakes",2003,NA,1.87581363416382e-06,NA
"auklets",2003,NA,1.87581363416382e-06,NA
"fulmars",2003,NA,1.87581363416382e-06,NA
"albatross",2003,NA,1.87581363416382e-06,NA
"sharks",2003,589,1.87581363416382e-06,58.9
"pollock_juv",2003,NA,1.87581363416382e-06,NA
"pollock_adu",2003,1490803.588,1.87581363416382e-06,149080.3588
"pcod_juv",2003,NA,1.87581363416382e-06,NA
"pcod_adu",2003,175443.331,1.87581363416382e-06,17544.3331
"herring",2003,21796.92775,1.87581363416382e-06,2179.692775
"arrowtooth_juv",2003,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2003,12278.492,1.87581363416382e-06,1227.8492
"kamchatka",2003,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2003,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2003,2411.936,1.87581363416382e-06,241.1936
"halibut_juv",2003,NA,1.87581363416382e-06,NA
"halibut_adu",2003,4698.279893,1.87581363416382e-06,469.8279893
"yf_sole",2003,79805.905,1.87581363416382e-06,7980.5905
"fh_sole",2003,13736.89,1.87581363416382e-06,1373.689
"nr_sole",2003,35109.079,1.87581363416382e-06,3510.9079
"ak_plaice",2003,9856.825,1.87581363416382e-06,985.6825
"oth_flatfish",2003,2836.942,1.87581363416382e-06,283.6942
"ak_skate",2003,17638.64683,1.87581363416382e-06,1763.864683
"oth_skate",2003,2835.353167,1.87581363416382e-06,283.5353167
"sablefish_juv",2003,NA,1.87581363416382e-06,NA
"sablefish_adu",2003,1011.561,1.87581363416382e-06,101.1561
"eelpouts",2003,203,1.87581363416382e-06,20.3
"deep_demersals",2003,2869,1.87581363416382e-06,286.9
"pac_ocean_perch",2003,1144.769,1.87581363416382e-06,114.4769
"oth_rockfish",2003,314.586,1.87581363416382e-06,31.4586
"north_rockfish",2003,67.305,1.87581363416382e-06,6.7305
"shortraker_rock",2003,105,1.87581363416382e-06,10.5
"rougheye_rock",2003,17,1.87581363416382e-06,1.7
"atka",2003,5072.092,1.87581363416382e-06,507.2092
"shallow_demersals",2003,3858,1.87581363416382e-06,385.8
"lg_sculpins",2003,5152,1.87581363416382e-06,515.2
"octopus",2003,NA,1.87581363416382e-06,NA
"squids",2003,808.224,1.87581363416382e-06,80.8224
"salmon_returning",2003,NA,1.87581363416382e-06,NA
"salmon_smolts",2003,NA,1.87581363416382e-06,NA
"mycto_bathy",2003,NA,1.87581363416382e-06,NA
"capelin",2003,NA,1.87581363416382e-06,NA
"sandlance",2003,NA,1.87581363416382e-06,NA
"oth_forage",2003,19,1.87581363416382e-06,1.9
"bairdi",2003,374,1.87581363416382e-06,37.4
"king_crabs",2003,7718.362,1.87581363416382e-06,771.8362
"opilio",2003,11890,1.87581363416382e-06,1189
"pandalid",2003,1,1.87581363416382e-06,0.1
"ben_zooplankton",2003,1,1.87581363416382e-06,0.1
"snails_sea_stars",2003,4031.46808,1.87581363416382e-06,403.146808
"herb_echinoderms",2003,81.64237,1.87581363416382e-06,8.164237
"misc_crabs",2003,170.31396,1.87581363416382e-06,17.031396
"structural_epifauna",2003,2248,1.87581363416382e-06,224.8
"infauna",2003,14,1.87581363416382e-06,1.4
"jellyfish",2003,6706,1.87581363416382e-06,670.6
"pel_zooplankton",2003,NA,1.87581363416382e-06,NA
"euphausiids",2003,NA,1.87581363416382e-06,NA
"copepods",2003,NA,1.87581363416382e-06,NA
"pelagic_microbes",2003,NA,1.87581363416382e-06,NA
"benthic_microbes",2003,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2003,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2003,NA,1.87581363416382e-06,NA
"discards_offal",2003,NA,1.87581363416382e-06,NA
"pelagic_detritus",2003,NA,1.87581363416382e-06,NA
"benthic_detritus",2003,NA,1.87581363416382e-06,NA
"outside",2004,NA,1.87581363416382e-06,NA
"transient_killers",2004,NA,1.87581363416382e-06,NA
"toothed_whales",2004,NA,1.87581363416382e-06,NA
"gray_whales",2004,NA,1.87581363416382e-06,NA
"baleen_whales",2004,NA,1.87581363416382e-06,NA
"pinnipeds",2004,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2004,NA,1.87581363416382e-06,NA
"nf_seal_juv",2004,NA,1.87581363416382e-06,NA
"nf_seal_adu",2004,18.48,1.87581363416382e-06,1.848
"ice_seals",2004,NA,1.87581363416382e-06,NA
"oth_birds",2004,NA,1.87581363416382e-06,NA
"murres_puffins",2004,NA,1.87581363416382e-06,NA
"kittiwakes",2004,NA,1.87581363416382e-06,NA
"auklets",2004,NA,1.87581363416382e-06,NA
"fulmars",2004,NA,1.87581363416382e-06,NA
"albatross",2004,NA,1.87581363416382e-06,NA
"sharks",2004,515,1.87581363416382e-06,51.5
"pollock_juv",2004,NA,1.87581363416382e-06,NA
"pollock_adu",2004,1480551.698,1.87581363416382e-06,148055.1698
"pcod_juv",2004,NA,1.87581363416382e-06,NA
"pcod_adu",2004,183747.979,1.87581363416382e-06,18374.7979
"herring",2004,19000.98438,1.87581363416382e-06,1900.098438
"arrowtooth_juv",2004,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2004,17365.168,1.87581363416382e-06,1736.5168
"kamchatka",2004,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2004,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2004,1824.826,1.87581363416382e-06,182.4826
"halibut_juv",2004,NA,1.87581363416382e-06,NA
"halibut_adu",2004,4462.65152,1.87581363416382e-06,446.265152
"yf_sole",2004,75502.068,1.87581363416382e-06,7550.2068
"fh_sole",2004,17360.553,1.87581363416382e-06,1736.0553
"nr_sole",2004,47862.447,1.87581363416382e-06,4786.2447
"ak_plaice",2004,7888.286,1.87581363416382e-06,788.8286
"oth_flatfish",2004,4755.024,1.87581363416382e-06,475.5024
"ak_skate",2004,17138.71339,1.87581363416382e-06,1713.871339
"oth_skate",2004,4306.28661,1.87581363416382e-06,430.628661
"sablefish_juv",2004,NA,1.87581363416382e-06,NA
"sablefish_adu",2004,1040.75,1.87581363416382e-06,104.075
"eelpouts",2004,96,1.87581363416382e-06,9.6
"deep_demersals",2004,2223,1.87581363416382e-06,222.3
"pac_ocean_perch",2004,731.131,1.87581363416382e-06,73.1131
"oth_rockfish",2004,318.172,1.87581363416382e-06,31.8172
"north_rockfish",2004,116.425,1.87581363416382e-06,11.6425
"shortraker_rock",2004,118.234,1.87581363416382e-06,11.8234
"rougheye_rock",2004,22.753,1.87581363416382e-06,2.2753
"atka",2004,7158.827,1.87581363416382e-06,715.8827
"shallow_demersals",2004,543,1.87581363416382e-06,54.3
"lg_sculpins",2004,5087,1.87581363416382e-06,508.7
"octopus",2004,NA,1.87581363416382e-06,NA
"squids",2004,999.976,1.87581363416382e-06,99.9976
"salmon_returning",2004,NA,1.87581363416382e-06,NA
"salmon_smolts",2004,NA,1.87581363416382e-06,NA
"mycto_bathy",2004,NA,1.87581363416382e-06,NA
"capelin",2004,5,1.87581363416382e-06,0.5
"sandlance",2004,NA,1.87581363416382e-06,NA
"oth_forage",2004,27,1.87581363416382e-06,2.7
"bairdi",2004,593,1.87581363416382e-06,59.3
"king_crabs",2004,7439.916,1.87581363416382e-06,743.9916
"opilio",2004,12430,1.87581363416382e-06,1243
"pandalid",2004,2,1.87581363416382e-06,0.2
"ben_zooplankton",2004,1,1.87581363416382e-06,0.1
"snails_sea_stars",2004,3223.9883,1.87581363416382e-06,322.39883
"herb_echinoderms",2004,60.99062,1.87581363416382e-06,6.099062
"misc_crabs",2004,107.27043,1.87581363416382e-06,10.727043
"structural_epifauna",2004,2205,1.87581363416382e-06,220.5
"infauna",2004,20,1.87581363416382e-06,2
"jellyfish",2004,7927,1.87581363416382e-06,792.7
"pel_zooplankton",2004,NA,1.87581363416382e-06,NA
"euphausiids",2004,NA,1.87581363416382e-06,NA
"copepods",2004,NA,1.87581363416382e-06,NA
"pelagic_microbes",2004,NA,1.87581363416382e-06,NA
"benthic_microbes",2004,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2004,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2004,NA,1.87581363416382e-06,NA
"discards_offal",2004,NA,1.87581363416382e-06,NA
"pelagic_detritus",2004,NA,1.87581363416382e-06,NA
"benthic_detritus",2004,NA,1.87581363416382e-06,NA
"outside",2005,NA,1.87581363416382e-06,NA
"transient_killers",2005,NA,1.87581363416382e-06,NA
"toothed_whales",2005,NA,1.87581363416382e-06,NA
"gray_whales",2005,NA,1.87581363416382e-06,NA
"baleen_whales",2005,NA,1.87581363416382e-06,NA
"pinnipeds",2005,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2005,NA,1.87581363416382e-06,NA
"nf_seal_juv",2005,NA,1.87581363416382e-06,NA
"nf_seal_adu",2005,18.15,1.87581363416382e-06,1.815
"ice_seals",2005,NA,1.87581363416382e-06,NA
"oth_birds",2005,NA,1.87581363416382e-06,NA
"murres_puffins",2005,NA,1.87581363416382e-06,NA
"kittiwakes",2005,NA,1.87581363416382e-06,NA
"auklets",2005,NA,1.87581363416382e-06,NA
"fulmars",2005,NA,1.87581363416382e-06,NA
"albatross",2005,NA,1.87581363416382e-06,NA
"sharks",2005,417,1.87581363416382e-06,41.7
"pollock_juv",2005,NA,1.87581363416382e-06,NA
"pollock_adu",2005,1483021.827,1.87581363416382e-06,148302.1827
"pcod_juv",2005,NA,1.87581363416382e-06,NA
"pcod_adu",2005,182939.814,1.87581363416382e-06,18293.9814
"herring",2005,22250.52012,1.87581363416382e-06,2225.052012
"arrowtooth_juv",2005,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2005,13408.722,1.87581363416382e-06,1340.8722
"kamchatka",2005,NA,1.87581363416382e-06,NA
"gr_turbot_juv",2005,NA,1.87581363416382e-06,NA
"gr_turbot_adu",2005,2140.15,1.87581363416382e-06,214.015
"halibut_juv",2005,NA,1.87581363416382e-06,NA
"halibut_adu",2005,5191.06688,1.87581363416382e-06,519.106688
"yf_sole",2005,94382.853,1.87581363416382e-06,9438.2853
"fh_sole",2005,16074.346,1.87581363416382e-06,1607.4346
"nr_sole",2005,36813.973,1.87581363416382e-06,3681.3973
"ak_plaice",2005,11194.102,1.87581363416382e-06,1119.4102
"oth_flatfish",2005,4566.165,1.87581363416382e-06,456.6165
"ak_skate",2005,18267.90192,1.87581363416382e-06,1826.790192
"oth_skate",2005,4120.098081,1.87581363416382e-06,412.0098081
"sablefish_juv",2005,NA,1.87581363416382e-06,NA
"sablefish_adu",2005,1070.032,1.87581363416382e-06,107.0032
"eelpouts",2005,88,1.87581363416382e-06,8.8
"deep_demersals",2005,2633,1.87581363416382e-06,263.3
"pac_ocean_perch",2005,879.163,1.87581363416382e-06,87.9163
"oth_rockfish",2005,178.079,1.87581363416382e-06,17.8079
"north_rockfish",2005,111.823,1.87581363416382e-06,11.1823
"shortraker_rock",2005,107.85,1.87581363416382e-06,10.785
"rougheye_rock",2005,11.583,1.87581363416382e-06,1.1583
"atka",2005,3539.586,1.87581363416382e-06,353.9586
"shallow_demersals",2005,612,1.87581363416382e-06,61.2
"lg_sculpins",2005,4958,1.87581363416382e-06,495.8
"octopus",2005,NA,1.87581363416382e-06,NA
"squids",2005,1169.746,1.87581363416382e-06,116.9746
"salmon_returning",2005,NA,1.87581363416382e-06,NA
"salmon_smolts",2005,NA,1.87581363416382e-06,NA
"mycto_bathy",2005,1,1.87581363416382e-06,0.1
"capelin",2005,NA,1.87581363416382e-06,NA
"sandlance",2005,NA,1.87581363416382e-06,NA
"oth_forage",2005,14,1.87581363416382e-06,1.4
"bairdi",2005,1370.2,1.87581363416382e-06,137.02
"king_crabs",2005,8987.34,1.87581363416382e-06,898.734
"opilio",2005,18330,1.87581363416382e-06,1833
"pandalid",2005,1,1.87581363416382e-06,0.1
"ben_zooplankton",2005,1,1.87581363416382e-06,0.1
"snails_sea_stars",2005,2869.07035,1.87581363416382e-06,286.907035
"herb_echinoderms",2005,57.30717,1.87581363416382e-06,5.730717
"misc_crabs",2005,126.17202,1.87581363416382e-06,12.617202
"structural_epifauna",2005,1268,1.87581363416382e-06,126.8
"infauna",2005,10,1.87581363416382e-06,1
"jellyfish",2005,6111,1.87581363416382e-06,611.1
"pel_zooplankton",2005,NA,1.87581363416382e-06,NA
"euphausiids",2005,NA,1.87581363416382e-06,NA
"copepods",2005,NA,1.87581363416382e-06,NA
"pelagic_microbes",2005,NA,1.87581363416382e-06,NA
"benthic_microbes",2005,NA,1.87581363416382e-06,NA
"lg_phytoplankton",2005,NA,1.87581363416382e-06,NA
"sm_phytoplankton",2005,NA,1.87581363416382e-06,NA
"discards_offal",2005,NA,1.87581363416382e-06,NA
"pelagic_detritus",2005,NA,1.87581363416382e-06,NA
"benthic_detritus",2005,NA,1.87581363416382e-06,NA
"outside",2006,NA,1.87581363416382e-06,NA
"transient_killers",2006,NA,1.87581363416382e-06,NA
"toothed_whales",2006,NA,1.87581363416382e-06,NA
"gray_whales",2006,NA,1.87581363416382e-06,NA
"baleen_whales",2006,NA,1.87581363416382e-06,NA
"pinnipeds",2006,NA,1.87581363416382e-06,NA
"walrus_bd_seals",2006,NA,1.87581363416382e-06,NA
"nf_seal_juv",2006,NA,1.87581363416382e-06,NA
"nf_seal_adu",2006,18.24,1.87581363416382e-06,1.824
"ice_seals",2006,NA,1.87581363416382e-06,NA
"oth_birds",2006,NA,1.87581363416382e-06,NA
"murres_puffins",2006,NA,1.87581363416382e-06,NA
"kittiwakes",2006,NA,1.87581363416382e-06,NA
"auklets",2006,NA,1.87581363416382e-06,NA
"fulmars",2006,NA,1.87581363416382e-06,NA
"albatross",2006,NA,1.87581363416382e-06,NA
"sharks",2006,689,1.87581363416382e-06,68.9
"pollock_juv",2006,NA,1.87581363416382e-06,NA
"pollock_adu",2006,1488031.057,1.87581363416382e-06,148803.1057
"pcod_juv",2006,NA,1.87581363416382e-06,NA
"pcod_adu",2006,168817.513,1.87581363416382e-06,16881.7513
"herring",2006,22494.55281,1.87581363416382e-06,2249.455281
"arrowtooth_juv",2006,NA,1.87581363416382e-06,NA
"arrowtooth_adu",2006,11966.769,1.87581363416382e-06,1196.6769
"kamchatka",2006,NA,1.87581363416382e-06,NA
